Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name,
248485,Hardwar,11765,19,Hardwar (MB) -Khannanagar Ward No.19,
248460,Lalkuan,73453,5,Lalkuan (NP) - Subhas Nagar Ward No.5,
248476,Sitarganj,73524,4,Sitarganj (MB) -Islamnagar Ward No.4,
248434,Rishikesh,73096,20,Rishikesh (MB) -Ganganagar Ward No.20,
248433,Doiwala,1296736,8,Doiwala (NP) - Athoorwala-I Ward No.8,
248452,Tanakpur,17662,3,Tanakpur (MB) - Warma Line Ward No.3,
248430,Dehradun,73064,48,Dehradun (M.Corp) -Badrish Colony Ward No.48,
262858,Shivalik Nagar,1296872,10,Shivaliknagar(MB) -Subhas Nagar Central Ward No. 10,
274461,NAUGAON,1296615,7,Naugaon (NP)- Mulaana Ward No.7,
248430,Dehradun,1296998,100,Dehradun (M.Corp) -Nathuawala Ward No.100,
248485,Hardwar,1296950,52,Hardwar (MB)-Aehvaabnagar Ward No.52,
262858,Shivalik Nagar,1296867,5,Shivaliknagar(MB) -New Shivaliknagar Ward No. 5,
248440,Dogadda,17521,3,Dogadda (MB) Moti Bazar Dugadda- Ward No.3,
248459,Haldwani Kathgodam,1296668,34,Haldwani-cum-Kathgodam (MB) - Bura Damuwadhunga Bando Bashti Ward No.34,
248462,Jaspur,18489,5,Jaspur (MB) - Gujratiyan Dakshini Ward No.5,
277183,LAMBGAON,1297045,1,Lambgaon (NP)-Ziwala Ward No. 1,
248409,Barkot,15630,2,Barkot Govindnagar (NP) - Ward No.2,
248459,Haldwani Kathgodam,1296666,32,Haldwani-cum-Kathgodam (MB) - Indira Nagar Pashchimi Ward No.32,
248434,Rishikesh,1296840,31,Rishikesh (MB) -Bapugram Ward No.31,
248423,Chamba,16167,2,Chamba (NP) -Tower Mohalla Ward No.2,
248440,Dogadda,17522,4,Dogadda (MB) Subhash Bazar Dugadda- Ward No.4,
248410,Uttarkashi,16013,7,Uttarkashi (MB) -Gyansu Paduli Ward No.7,
248447,Bageshwar,17592,3,Bageshwar (MB) -Jwala Devi Ward No.3,
276616,TILWARA,1306637,3,Tilwara,
262858,Shivalik Nagar,1296850,1,Shivaliknagar(MB) -Shivalik Nagar Cluster P.K. Evem J. Ward No. 1,
262858,Shivalik Nagar,1296865,3,Shivaliknagar(MB) -Shivaliknagar Phase 03 Evem 04 Ward No. 3,
248456,Bhimtal,17739,5,Bhimtal (NP) -Tallitaal Ward No.5,
248469,Gadarpur,18572,8,Gadarpur (MB) -Block Colony Ward No.8,
248463,Kashipur,1296695,21,Kashipur (MB) - Maheshpura Pashchimi Ward No.21,
248433,Doiwala,1296744,16,Doiwala (NP) - Teliwala Ward No.16,
248454,Nainital,17695,11,Nainital (MB) -Sri Krishnapur Ward No.11,
248429,Mussoorie,17435,9,Mussoorie (MB) -Sumitra Bhavan-Husainganj Ward No.9,
248459,Haldwani Kathgodam,18446,10,Haldwani-cum-Kathgodam (MB) -Malla Gorakhpur Ward No.10,
259820,POKHRI,927756,4,Pokhri (NP) -Guniyala Ward No. 4,
248434,Rishikesh,1296835,26,Rishikesh (MB) -Shivaji Nagar Ward No.26,
248481,Jhabrera,1296925,8,Jhabrera (NP) -Kaharaan Ward No.8,
248482,Manglaur,11710,1,Manglaur (MB) - Chamaran Khalsa Ward No.1,
248485,Hardwar,883723,30,Hardwar (MB)-Chaok Bazaar Ward No.30,
248461,Mahua Dabra Haripura,18481,7,Mahua Dabra Haripura (NP) - Chauhanaan Ward No.7,
248446,Pithoragarh,73118,14,Pithoragarh Tildhukri (MB) - Ward No.14,
248448,Dwarahat,17618,4,Dwarahat (NP) -Vidhyapur Kanaar Ward No.4,
248451,Champawat,17650,1,Champawat (NP) - Chataar Ward No.1,
248481,Jhabrera,11705,6,Jhabrera (NP) -Gaddi Bahaar Ward No.6,
248465,Mahua Kheraganj,18516,7,Mahua Kheraganj (NP) - Jamamashzid Ward No.7,
248434,Rishikesh,73089,13,Rishikesh (MB) -Valmiki Nagar Ward No.13,
248441,Kotdwara,1296549,31,Kotdwara (MB) - Padampur Motadhaank Ward No.31,
248441,Kotdwara,1296537,19,Kotdwara (MB) - Laalpur Ward No.19,
248461,Mahua Dabra Haripura,18477,3,Mahua Dabra Haripura (NP) - Ansaariyan Ward No.3,
248449,Almora,17635,11,Almora (MB) -Nandadevi Ward No.11,
248460,Lalkuan,73455,7,Lalkuan (NP) - Railway Colony Ward No.7,
248474,Kichha,1296785,18,Kichha (MB) -Siroli Uttari Ward No.18,
248416,Gochar,16109,6,Gochar (NP) - Mukhya Bazaar Chok Ward No.6,
248434,Rishikesh,1296834,25,Rishikesh (MB) -Awas Vikas Ward No.25,
248462,Jaspur,18486,2,Jaspur (MB) - Natha Singh Purvi Ward No.2,
248482,Manglaur,11721,12,Manglaur (MB) - Peergadhi Ward No.12,
248446,Pithoragarh,73107,3,Pithoragarh Pandey Gaon (MB) - Ward No.3,
248476,Sitarganj,73531,11,Sitarganj (MB) -Nayi Bashti-Subhas Nagar Ward No.11,
275633,Selaqui(Central Hope Town),1297017,5,Selaqui (NP)-Jamanpur-II Ward No. 5,
248459,Haldwani Kathgodam,1296662,28,Haldwani-cum-Kathgodam (MB) - Barely Road Dharmpura Ward No.28,
262858,Shivalik Nagar,1296863,1,Shivaliknagar(MB) -Shivalik Nagar Cluster P.K. Evem J. Ward No. 1,
274457,Bhikiyasain,1296884,3,Bhikiyasain(NP) -Badiyali Ward No. 3,
248469,Gadarpur,1296750,11,Gadarpur (MB) -Pashu Chikitsalya Ward No.11,
262832,Ghansali,1296892,3,Ghansaali(NP) -Sangam Ward No. 3,
248478,Roorkee,11686,14,Roorkee (MB) -Civil Line (Madhya Bhaag) Ward No.14,
262842,Chinyalisaur,927777,2,Chinyalisaur (NP) - Ward No. 2,
248459,Haldwani Kathgodam,1296672,38,Haldwani-cum-Kathgodam (MB) - Bithoriya Ward No.38,
248463,Kashipur,1296703,29,Kashipur (MB) - Kila Ward No.29,
248455,Bhowali,17715,6,Bhowali (MB) -Syamkhet Kehalqwira Ward No.6,
248462,Jaspur,1296515,17,Jaspur (MB) - Nayi Bashti Madhyamik Paschami Ward No.17,
248454,Nainital,17697,13,Nainital (MB) -Awagadh Ward No.13,
248478,Roorkee,11685,13,Roorkee (MB) -Amber Talaab Pashchimi (Dakhschini Bhaag) Ward No.13,
248463,Kashipur,1296706,32,Kashipur (MB) - Katoratal Madhya Ward No.32,
248422,Tehri,16141,1,Tehri (MB) -Koti Colony Ward No.1,
248430,Dehradun,73051,35,Dehradun (M.Corp) -Sridevsuman Nagar Ward No.35,
248452,Tanakpur,17667,8,Tanakpur (MB) - Bada Bazaar Ward No.8,
248437,Srinagar,1296575,12,Srinagar (MB) - Daang Ward No.12,
262847,Bhagwanpur,1297030,2,Bhagwanpur (NP)- Shahpur-I Ward No.2,
248462,Jaspur,1296517,19,Jaspur (MB) - Nayi Bashti Purvi Dakshini Ward No.19,
248483,Landhaura,11743,9,Landhaura (NP) -Moh. Ambedkar Ward No.9,
248429,Mussoorie,17437,11,Mussoorie (MB) -Indra Colony Ward No.11,
277190,Ranikhet Chiliyanaula,1297177,4,Naya Bazaar (NPP)-ward no.4,
248430,Dehradun,1296977,79,Dehradun (M.Corp) -Bharuwala Grant Ward No.79,
248418,Kedarnath,1297008,2,Kedarnath (NP) -Mandakini Ward No.2,
248474,Kichha,18702,9,Kichha (MB) -Sarswati Nagar Ward No.9,
248459,Haldwani Kathgodam,1296676,42,Haldwani-cum-Kathgodam (MB) - Harinagar Ward No.42,
248477,Khatima,11651,4,Khatima (MB) - Islaamnagar Ward No.4,
248460,Lalkuan,73452,4,Lalkuan (NP) - Ajaad Nagar Ward No.4,
275661,Nanakmatta,1296603,2,Nanakmatta (NP)- Gaddhipatti Ward No.2,
248427,Vikasnagar,17396,5,Vikasnagar Kisher Bag (MB) - Ward No.5,
262847,Bhagwanpur,1297037,9,Bhagwanpur (NP)- Bhagwanpur-IV Ward No.9,
248430,Dehradun,73036,20,Dehradun (M.Corp) -Racecourse Ward No.20,
248449,Almora,17626,2,Almora (MB) -Ramshila Ward No.2,
248477,Khatima,1296526,17,Khatima (MB) - Shiv Colony Ward No.17,
262841,Purola,927785,3,Purola (NP) - Vidhya Mandir Ward No. 3,
248471,Rudrapur,73502,8,Rudrapur (MB) - Ward No.8,
248469,Gadarpur,18566,2,Gadarpur (MB) - Ambedkar Park Ward No.2,
248475,Shaktigarh,18722,4,Shaktigarh (NP) -Deen Dayal Ward No.4,
248482,Manglaur,1296789,17,Manglaur (MB) -Kila-I Ward No.17,
248459,Haldwani Kathgodam,18444,8,Haldwani-cum-Kathgodam (MB) -Jagdamba Nagar Kulyalpura Ward No.8,
248449,Almora,17632,8,Almora (MB) -Baleshwer Ward No.8,
277162,GULARBOJ,1296922,5,Gularbhoj(NP) -Gadaar Bashti Ward No. 5,
248478,Roorkee,11673,1,Roorkee (MB) -Chaavmandii Ward No.1,
262832,Ghansali,1296895,6,Ghansaali(NP) -Diptiyana Ward No. 6,
248430,Dehradun,1296970,72,Dehradun (M.Corp) -Dehrakhaas Ward No.72,
248463,Kashipur,73466,8,Kashipur (MB) - Khadakpur Devipura Purvi Ward No.8,
248452,Tanakpur,17660,1,Tanakpur (MB) - Purana Tehseel Aria Ward No.1,
248444,Dharchula,17571,2,Dharchula (NP) -Tehseel Ward No.2,
248416,Gochar,16108,5,Gochar (NP) -Rawalnagar Malla Ward No.5,
248437,Srinagar,17465,1,Srinagar (MB) - Srikot Ganganaali Talla Ward No.1,
248456,Bhimtal,17740,6,Bhimtal (NP) -Junestate Ward No.6,
262902,Agastmuni,1296583,7,Agastmuni (NP) -Sili Sera Ward No 7,
248459,Haldwani Kathgodam,18451,15,Haldwani-cum-Kathgodam (MB) -Kidwai Nagar Ward No.15,
277190,Ranikhet Chiliyanaula,1297180,7,Adarsh Colony (NPP)-ward no.7,
248434,Rishikesh,1296839,30,Rishikesh (MB) -Meeranagar Ward No.30,
248423,Chamba,16170,5,Chamba (NP) -Red Coss Mohalla Ward No.5,
248430,Dehradun,73062,46,Dehradun (M.Corp) -Adhoiwala U. Ward No.46,
248434,Rishikesh,1296833,24,Rishikesh (MB) -Bharat Vihaar Ward No.24,
248459,Haldwani Kathgodam,18457,21,Haldwani-cum-Kathgodam (MB) -Banbhoolpura Line No- 1 to 7 Ward No.21,
248485,Hardwar,11774,28,Hardwar (MB) -Rajghaat Ward No.28,
248467,Bazpur,18531,2,Bazpur (MB) -Mundiya Pistor Ward No.2,
248478,Roorkee,11674,2,Roorkee (MB) -Amber Talab Pashchimi (Uttari Bhaag) Ward No.2,
262841,Purola,927786,4,Purola (NP) - Court Road Ward No. 4,
248454,Nainital,17691,7,Nainital (MB) -Sukhataal Ward No.7,
248419,Rudraprayag,73012,7,Rudraprayag (NP) -Bhanadhaar-Gulabrai Ward No.7,
262858,Shivalik Nagar,1296856,7,Shivaliknagar(MB) -Tehri Vishthapit Dakhchini Colony Ward No. 7,
248475,Shaktigarh,1296904,5,Shaktigarh (NP) -Durga Mandir Ward No.5,
248411,Gangotri,16034,3,Gangotri (NP) -Pandav Nagar Ward No.3,
248424,Narendranagar,16177,2,Narendranagar (MB) -Vandey Matram Ward No.2,
259820,POKHRI,927753,1,Pokhri (NP) -Pokhri Uper Ward No. 1,
248412,Badrinathpuri,1297007,4,Badrinathpuri (NP) -Shesnetra Ward No.4,
248459,Haldwani Kathgodam,18437,1,Haldwani-cum-Kathgodam (MB) - Rani Baag Kathgodam Ward No.1,
248485,Hardwar,1296936,38,Hardwar (MB)-Mehtaan Ward No.38,
248462,Jaspur,18490,6,Jaspur (MB) - Julahaan Uttari Ward No.6,
248441,Kotdwara,1296532,14,Kotdwara (MB) - Jonpur Ward No.14,
248441,Kotdwara,17554,11,Kotdwara (MB) - Jhandachok Badrinath Marg Ward No.11,
262883,Gangolihat,927729,3,Gangolihat (NP) -Hanera Ward No. 3,
248463,Kashipur,1296705,31,Kashipur (MB) - Katoratal Pashchimi Ward No.31,
248477,Khatima,1296520,11,Khatima (MB) - Awas Vikas Colony Ward No.11,
277164,GAJA,1296907,1,Gaja(NP) -Mandai Paani Ward No. 1,
248468,Kela Khera,18559,5,Kela Khera (NP) - Kadari Mashzid Ward No.5,
248445,Didihat,1296735,7,Didihat (NP) -Subhas Chandra Bhos Ward No.7,
248434,Rishikesh,73093,17,Rishikesh (MB) -Ganga Vihaar Ward No.17,
248414,Chamoli Gopeshwar,16071,3,Chamoli Gopeshwar (MB) -Kund Colony Ward No.3,
248469,Gadarpur,18569,5,Gadarpur (MB) -Aadarsh Nagar Ward No.5,
248419,Rudraprayag,73006,1,Rudraprayag (NP) -Tilni-Amsaari Ward No.1,
248447,Bageshwar,17593,4,Bageshwar (MB) -Saim Mandir Ward No.4,
248477,Khatima,11650,3,Khatima (MB) - Rajamashzid Ward No.3,
262847,Bhagwanpur,1297033,5,Bhagwanpur (NP)- Shahpur-III Ward No.5,
248420,Kirtinagar,16115,1,Kirtinagar (NP) -Court Evem College Colony Ward No.1,
274461,NAUGAON,1296613,5,Naugaon (NP)- Naugaon Gaon Ward No.5,
275661,Nanakmatta,1296605,4,Nanakmatta (NP)-T.R.C. Ward No.4,
248430,Dehradun,1296995,97,Dehradun (M.Corp) -Herawala Ward No.97,
248441,Kotdwara,1296551,33,Kotdwara (MB) - Haldukhaata Malla Ward No.33,
